# BEGIN interval_us=1000 steps=247500 dir=0 micro=32 accbits=13 preroll=2000
step,adc
000581,04091
000582,04090
000583,04093
000584,04092
000585,04091
000586,04094
000587,04091
000588,04091
000589,04091
000590,04092
000591,04092
000592,04092
000593,04093
000594,04091
000595,04091
000596,04095
000597,04091
000598,04093
000599,04092
000600,04091
000601,04090
000602,04093
000603,04092
000604,04093
000605,04097
000606,04092
000607,04092
000608,04091
000609,04090
000610,04092
000611,04093
000612,04094
000613,04093
000614,04092
000615,04092
000616,04093
000617,04093
000618,04095
000619,04092
000620,04092
000621,04094
000622,04091
000623,04089
000624,04095
000625,04093
000626,04093
000627,04095
000628,04093
000629,04094
000630,04090
000631,04094
000632,04094
000633,04095
000634,04092
000635,04092
000636,04095
000637,04091
000638,04093
000639,04092
000640,04095
000641,04093
000642,04092
000643,04092
000644,04092
000645,04093
000646,04093
000647,04094
000648,04093
000649,04093
000650,04092
000651,04094
000652,04092
000653,04093
000654,04091
000655,04093
000656,04095
000657,04097
000658,04096
000659,04096
000660,04095
000661,04094
000662,04096
000663,04093
000664,04093
000665,04094
000666,04094
000667,04094
000668,04096
000669,04095
000670,04094
000671,04092
000672,04094
000673,04095
000674,04092
000675,04098
000676,04095
000677,04091
000678,04095
000679,04094
000680,04094
000681,04095
000682,04094
000683,04094
000684,04096
000685,04095
000686,04093
000687,04096
000688,04093
000689,04095
000690,04096
000691,04093
000692,04094
000693,04095
000694,04097
000695,04098
000696,04095
000697,04094
000698,04095
000699,04095
000700,04094
000701,04095
000702,04094
000703,04094
000704,04097
000705,04100
000706,04095
000707,04096
000708,04096
000709,04094
000710,04095
000711,04095
000712,04094
000713,04097
000714,04097
000715,04097
000716,04095
000717,04096
000718,04096
000719,04096
000720,04096
000721,04095
000722,04096
000723,04098
000724,04096
000725,04097
000726,04096
000727,04096
000728,04096
000729,04098
000730,04098
000731,04096
000732,04096
000733,04095
000734,04094
000735,04098
000736,04096
000737,04096
000738,04095
000739,04100
000740,04098
000741,04096
000742,04096
000743,04096
000744,04098
000745,04096
000746,04097
000747,04095
000748,04096
000749,04097
000750,04097
000751,04096
000752,04098
000753,04098
000754,04095
000755,04098
000756,04099
000757,04097
000758,04098
000759,04095
000760,04095
000761,04098
000762,04097
000763,04094
000764,04096
000765,04095
000766,04096
000767,04098
000768,04096
000769,04095
000770,04096
000771,04096
000772,04097
000773,04096
000774,04098
000775,04097
000776,04096
000777,04096
000778,04099
000779,04100
000780,04096
000781,04099
000782,04096
000783,04098
000784,04098
000785,04097
000786,04097
000787,04098
000788,04096
000789,04102
000790,04094
000791,04097
000792,04096
000793,04096
000794,04098
000795,04097
000796,04099
000797,04100
000798,04097
000799,04099
000800,04099
000801,04101
000802,04098
000803,04098
000804,04100
000805,04098
000806,04098
000807,04099
000808,04096
000809,04097
000810,04098
000811,04098
000812,04098
000813,04096
000814,04098
000815,04096
000816,04099
000817,04097
000818,04098
000819,04101
000820,04099
000821,04100
000822,04099
000823,04097
000824,04098
000825,04099
000826,04100
000827,04099
000828,04100
000829,04103
000830,04098
000831,04099
000832,04100
000833,04100
000834,04099
000835,04101
000836,04099
000837,04098
000838,04101
000839,04099
000840,04100
000841,04101
000842,04099
000843,04100
000844,04098
000845,04099
000846,04099
000847,04099
000848,04100
000849,04099
000850,04101
000851,04098
000852,04101
000853,04099
000854,04099
000855,04100
000856,04100
000857,04102
000858,04102
000859,04101
000860,04102
000861,04101
000862,04100
000863,04099
000864,04102
000865,04100
000866,04099
000867,04101
000868,04099
000869,04100
000870,04100
000871,04100
000872,04101
000873,04099
000874,04100
000875,04100
000876,04101
000877,04101
000878,04097
000879,04101
000880,04102
000881,04102
000882,04101
000883,04100
000884,04100
000885,04101
000886,04102
000887,04104
000888,04100
000889,04101
000890,04100
000891,04102
000892,04101
000893,04101
000894,04101
000895,04104
000896,04102
000897,04100
000898,04101
000899,04102
000900,04102
000901,04101
000902,04100
000903,04100
000904,04101
000905,04102
000906,04104
000907,04099
000908,04102
000909,04102
000910,04104
000911,04097
000912,04102
000913,04100
000914,04103
000915,04102
000916,04102
000917,04100
000918,04101
000919,04101
000920,04102
000921,04103
000922,04102
000923,04101
000924,04102
000925,04101
000926,04104
000927,04102
000928,04104
000929,04103
000930,04101
000931,04103
000932,04103
000933,04102
000934,04102
000935,04105
000936,04100
000937,04101
000938,04104
000939,04104
000940,04101
000941,04101
000942,04103
000943,04103
000944,04102
000945,04104
000946,04103
000947,04102
000948,04104
000949,04104
000950,04102
000951,04104
000952,04106
000953,04104
000954,04101
000955,04105
000956,04103
000957,04103
000958,04103
000959,04103
000960,04104
000961,04104
000962,04104
000963,04105
000964,04106
000965,04104
000966,04102
000967,04107
000968,04104
000969,04108
000970,04102
000971,04105
000972,04106
000973,04104
000974,04103
000975,04105
000976,04105
000977,04105
000978,04104
000979,04103
000980,04104
000981,04105
000982,04103
000983,04103
000984,04105
000985,04104
000986,04104
000987,04103
000988,04105
000989,04105
000990,04104
000991,04104
000992,04106
000993,04105
000994,04105
000995,04107
000996,04105
000997,04103
000998,04107
000999,04107
001000,04105
001001,04106
001002,04109
001003,04105
001004,04106
001005,04104
001006,04106
001007,04104
001008,04105
001009,04105
001010,04105
001011,04105
001012,04106
001013,04105
001014,04105
001015,04106
001016,04105
001017,04107
001018,04107
001019,04107
001020,04106
001021,04106
001022,04105
001023,04104
001024,04105
001025,04107
001026,04111
001027,04105
001028,04107
001029,04107
001030,04106
001031,04106
001032,04107
001033,04106
001034,04107
001035,04109
001036,04107
001037,04107
001038,04106
001039,04106
001040,04107
001041,04109
001042,04106
001043,04105
001044,04107
001045,04107
001046,04108
001047,04107
001048,04106
001049,04108
001050,04108
001051,04108
001052,04107
001053,04108
001054,04108
001055,04111
001056,04106
001057,04108
001058,04107
001059,04106
001060,04107
001061,04108
001062,04108
001063,04109
001064,04110
001065,04105
001066,04111
001067,04108
001068,04108
001069,04107
001070,04108
001071,04109
001072,04109
001073,04109
001074,04108
001075,04108
001076,04110
001077,04106
001078,04108
001079,04108
001080,04111
001081,04108
001082,04108
001083,04109
001084,04106
001085,04110
001086,04107
001087,04108
001088,04108
001089,04109
001090,04104
001091,04111
001092,04109
001093,04109
001094,04109
001095,04108
001096,04110
001097,04110
001098,04109
001099,04110
001100,04109
001101,04109
001102,04109
001103,04109
001104,04110
001105,04108
001106,04108
001107,04110
001108,04110
001109,04105
001110,04113
001111,04109
001112,04110
001113,04109
001114,04109
001115,04110
001116,04111
001117,04109
001118,04109
001119,04109
001120,04111
001121,04111
001122,04109
001123,04110
001124,04110
001125,04110
001126,04113
001127,04112
001128,04110
001129,04110
001130,04110
001131,04109
001132,04109
001133,04110
001134,04110
001135,04108
001136,04110
001137,04109
001138,04112
001139,04111
001140,04110
001141,04110
001142,04113
001143,04110
001144,04113
001145,04113
001146,04112
001147,04112
001148,04110
001149,04110
001150,04112
001151,04116
001152,04111
001153,04114
001154,04109
001155,04110
001156,04110
001157,04112
001158,04112
001159,04111
001160,04115
001161,04113
001162,04111
001163,04113
001164,04113
001165,04114
001166,04113
001167,04112
001168,04114
001169,04111
001170,04113
001171,04112
001172,04113
001173,04112
001174,04111
001175,04114
001176,04111
001177,04112
001178,04113
001179,04112
001180,04114
001181,04114
001182,04112
001183,04113
001184,04113
001185,04112
001186,04113
001187,04114
001188,04112
001189,04114
001190,04114
001191,04112
001192,04112
001193,04114
001194,04114
001195,04113
001196,04114
001197,04113
001198,04113
001199,04115
001200,04113
001201,04115
001202,04113
001203,04113
001204,04115
001205,04113
001206,04113
001207,04111
001208,04113
001209,04112
001210,04117
001211,04116
001212,04114
001213,04113
001214,04115
001215,04114
001216,04113
001217,04115
001218,04115
001219,04114
001220,04114
001221,04107
001222,04112
001223,04115
001224,04114
001225,04113
001226,04111
001227,04113
001228,04114
001229,04114
001230,04118
001231,04112
001232,04115
001233,04116
001234,04116
001235,04113
001236,04114
001237,04112
001238,04113
001239,04114
001240,04115
001241,04113
001242,04115
001243,04114
001244,04113
001245,04115
001246,04115
001247,04111
001248,04115
001249,04114
001250,04114
001251,04115
001252,04115
001253,04115
001254,04116
001255,04114
001256,04117
001257,04113
001258,04114
001259,04116
001260,04115
001261,04116
001262,04114
001263,04113
001264,04114
001265,04115
001266,04111
001267,04116
001268,04114
001269,04116
001270,04114
001271,04115
001272,04115
001273,04116
001274,04116
001275,04115
001276,04115
001277,04116
001278,04115
001279,04115
001280,04116
001281,04116
001282,04116
001283,04116
001284,04112
001285,04115
001286,04115
001287,04117
001288,04114
001289,04116
001290,04116
001291,04114
001292,04117
001293,04116
001294,04118
001295,04118
001296,04116
001297,04115
001298,04116
001299,04116
001300,04117
001301,04119
001302,04118
001303,04117
001304,04117
001305,04116
001306,04117
001307,04117
001308,04116
001309,04118
001310,04116
001311,04119
001312,04116
001313,04117
001314,04117
001315,04116
001316,04117
001317,04117
001318,04119
001319,04117
001320,04111
001321,04118
001322,04117
001323,04119
001324,04118
001325,04116
001326,04118
001327,04118
001328,04117
001329,04120
001330,04118
001331,04112
001332,04118
001333,04118
001334,04116
001335,04120
001336,04116
001337,04116
001338,04118
001339,04118
001340,04117
001341,04119
001342,04117
001343,04117
001344,04118
001345,04118
001346,04111
001347,04118
001348,04117
001349,04117
001350,04119
001351,04120
001352,04119
001353,04116
001354,04114
001355,04119
001356,04117
001357,04119
001358,04118
001359,04118
001360,04120
001361,04118
001362,04115
001363,04118
001364,04119
001365,04118
001366,04119
001367,04119
001368,04118
001369,04119
001370,04117
001371,04119
001372,04120
001373,04120
001374,04116
001375,04119
001376,04120
001377,04118
001378,04119
001379,04122
001380,04118
001381,04118
001382,04120
001383,04118
001384,04120
001385,04119
001386,04118
001387,04120
001388,04119
001389,04118
001390,04120
001391,04117
001392,04122
001393,04119
001394,04119
001395,04119
001396,04119
001397,04120
001398,04119
001399,04123
001400,04119
001401,04118
001402,04119
001403,04117
001404,04120
001405,04121
001406,04119
001407,04119
001408,04121
001409,04114
001410,04120
001411,04113
001412,04120
001413,04122
001414,04119
001415,04120
001416,04118
001417,04119
001418,04119
001419,04118
001420,04120
001421,04120
001422,04121
001423,04120
001424,04121
001425,04120
001426,04121
001427,04120
001428,04120
001429,04122
001430,04121
001431,04121
001432,04121
001433,04120
001434,04121
001435,04120
001436,04119
001437,04122
001438,04118
001439,04120
001440,04121
001441,04120
001442,04120
001443,04123
001444,04122
001445,04119
001446,04118
001447,04119
001448,04123
001449,04121
001450,04125
001451,04121
001452,04120
001453,04120
001454,04120
001455,04120
001456,04120
001457,04121
001458,04123
001459,04120
001460,04120
001461,04120
001462,04122
001463,04120
001464,04122
001465,04122
001466,04119
001467,04122
001468,04124
001469,04122
001470,04123
001471,04119
001472,04120
001473,04122
001474,04120
001475,04120
001476,04121
001477,04120
001478,04121
001479,04123
001480,04121
001481,04121
001482,04121
001483,04120
001484,04122
001485,04122
001486,04122
001487,04122
001488,04120
001489,04120
001490,04119
001491,04124
001492,04121
001493,04119
001494,04122
001495,04122
001496,04122
001497,04123
001498,04120
001499,04123
001500,04121
001501,04122
001502,04122
001503,04123
001504,04123
001505,04121
001506,04123
001507,04125
001508,04121
001509,04122
001510,04121
001511,04124
001512,04118
001513,04123
001514,04124
001515,04122
001516,04125
001517,04121
001518,04123
001519,04122
001520,04120
001521,04126
001522,04122
001523,04122
001524,04122
001525,04122
001526,04120
001527,04120
001528,04124
001529,04122
001530,04122
001531,04122
001532,04122
001533,04123
001534,04122
001535,04121
001536,04122
001537,04117
001538,04120
001539,04118
001540,04123
001541,04122
001542,04122
001543,04124
001544,04121
001545,04123
001546,04121
001547,04122
001548,04124
001549,04123
001550,04127
001551,04122
001552,04122
001553,04120
001554,04125
001555,04122
001556,04122
001557,04124
001558,04124
001559,04118
001560,04123
001561,04121
001562,04120
001563,04122
001564,04122
001565,04123
001566,04123
001567,04122
001568,04121
001569,04116
001570,04122
001571,04123
001572,04121
001573,04122
001574,04123
001575,04122
001576,04121
001577,04124
001578,04121
001579,04122
001580,04120
001581,04119
001582,04122
001583,04122
001584,04127
001585,04125
001586,04125
001587,04123
001588,04124
001589,04121
001590,04122
001591,04122
001592,04121
001593,04122
001594,04123
001595,04124
001596,04123
001597,04121
001598,04121
001599,04121
001600,04121
001601,04118
001602,04121
001603,04122
001604,04123
001605,04123
001606,04123
001607,04121
001608,04121
001609,04118
001610,04121
001611,04121
001612,04121
001613,04121
001614,04123
001615,04121
001616,04123
001617,04123
001618,04123
001619,04122
001620,04120
001621,04122
001622,04121
001623,04123
001624,04122
001625,04119
001626,04120
001627,04119
001628,04120
001629,04120
001630,04123
001631,04119
001632,04124
001633,04121
001634,04120
001635,04121
001636,04121
001637,04120
001638,04121
001639,04122
001640,04120
001641,04120
001642,04120
001643,04119
001644,04121
001645,04121
001646,04120
001647,04120
001648,04119
001649,04119
001650,04120
001651,04124
001652,04121
001653,04120
001654,04120
001655,04119
001656,04119
001657,04120
001658,04118
001659,04123
001660,04120
001661,04120
001662,04119
001663,04118
001664,04122
001665,04120
001666,04120
001667,04118
001668,04117
001669,04117
001670,04118
001671,04120
001672,04117
001673,04116
001674,04118
001675,04117
001676,04119
001677,04116
001678,04119
001679,04119
001680,04118
001681,04117
001682,04118
001683,04117
001684,04117
001685,04117
001686,04114
001687,04114
001688,04117
001689,04120
001690,04116
001691,04115
001692,04119
001693,04111
001694,04117
001695,04115
001696,04116
001697,04116
001698,04119
001699,04114
001700,04114
001701,04116
001702,04115
001703,04115
001704,04116
001705,04116
001706,04110
001707,04114
001708,04117
001709,04114
001710,04117
001711,04113
001712,04115
001713,04116
001714,04114
001715,04115
001716,04114
001717,04114
001718,04115
001719,04115
001720,04113
001721,04115
001722,04111
001723,04113
001724,04113
001725,04112
001726,04112
001727,04113
001728,04118
001729,04112
001730,04113
001731,04111
001732,04112
001733,04113
001734,04114
001735,04113
001736,04111
001737,04111
001738,04110
001739,04115
001740,04110
001741,04111
001742,04112
001743,04110
001744,04110
001745,04113
001746,04107
001747,04109
001748,04109
001749,04110
001750,04108
001751,04109
001752,04107
001753,04109
001754,04110
001755,04108
001756,04107
001757,04107
001758,04110
001759,04108
001760,04107
001761,04109
001762,04105
001763,04109
001764,04106
001765,04109
001766,04106
001767,04105
001768,04105
001769,04105
001770,04105
001771,04106
001772,04106
001773,04106
001774,04105
001775,04104
001776,04103
001777,04103
001778,04104
001779,04105
001780,04103
001781,04104
001782,04104
001783,04102
001784,04103
001785,04097
001786,04101
001787,04101
001788,04101
001789,04102
001790,04103
001791,04103
001792,04102
001793,04103
001794,04101
001795,04101
001796,04100
001797,04101
001798,04100
001799,04098
001800,04100
001801,04097
001802,04095
001803,04098
001804,04097
001805,04098
001806,04096
001807,04097
001808,04097
001809,04098
001810,04094
001811,04095
001812,04097
001813,04094
001814,04094
001815,04093
001816,04094
001817,04094
001818,04095
001819,04094
001820,04093
001821,04093
001822,04093
001823,04091
001824,04093
001825,04093
001826,04092
001827,04091
001828,04093
001829,04092
001830,04092
001831,04087
001832,04089
001833,04086
001834,04092
001835,04088
001836,04088
001837,04086
001838,04088
001839,04088
001840,04089
001841,04087
001842,04084
001843,04087
001844,04086
001845,04084
001846,04085
001847,04085
001848,04084
001849,04083
001850,04084
001851,04082
001852,04083
001853,04084
001854,04082
001855,04082
001856,04080
001857,04081
001858,04081
001859,04076
001860,04079
001861,04071
001862,04080
001863,04077
001864,04079
001865,04076
001866,04077
001867,04075
001868,04075
001869,04075
001870,04076
001871,04075
001872,04076
001873,04074
001874,04074
001875,04075
001876,04071
001877,04073
001878,04074
001879,04070
001880,04071
001881,04069
001882,04072
001883,04067
001884,04070
001885,04068
001886,04067
001887,04067
001888,04066
001889,04067
001890,04066
001891,04068
001892,04064
001893,04063
001894,04063
001895,04065
001896,04061
001897,04061
001898,04060
001899,04059
001900,04061
001901,04059
001902,04058
001903,04058
001904,04058
001905,04059
001906,04057
001907,04057
001908,04056
001909,04055
001910,04055
001911,04055
001912,04055
001913,04051
001914,04053
001915,04051
001916,04051
001917,04052
001918,04048
001919,04049
001920,04048
001921,04050
001922,04049
001923,04047
001924,04048
001925,04053
001926,04047
001927,04044
001928,04043
001929,04042
001930,04043
001931,04041
001932,04043
001933,04040
001934,04041
001935,04041
001936,04038
001937,04040
001938,04037
001939,04036
001940,04036
001941,04035
001942,04034
001943,04032
001944,04030
001945,04032
001946,04031
001947,04028
001948,04030
001949,04026
001950,04030
001951,04030
001952,04028
001953,04027
001954,04024
001955,04024
001956,04024
001957,04023
001958,04019
001959,04021
001960,04020
001961,04018
001962,04019
001963,04017
001964,04020
001965,04017
001966,04017
001967,04011
001968,04016
001969,04013
001970,04011
001971,04011
001972,04007
001973,04008
001974,04003
001975,04008
001976,04008
001977,04006
001978,04005
001979,04004
001980,04005
001981,04002
001982,04003
001983,04001
001984,04002
001985,04000
001986,03996
001987,03996
001988,03995
001989,03995
001990,03995
001991,03995
001992,03992
001993,03989
001994,03991
001995,03989
001996,03990
001997,03987
001998,03988
001999,03987
002000,03985
002001,03988
002002,03983
002003,03983
002004,03981
002005,03973
002006,03978
002007,03978
002008,03980
002009,03972
002010,03975
002011,03974
002012,03975
002013,03972
002014,03970
002015,03969
002016,03969
002017,03968
002018,03966
002019,03968
002020,03966
002021,03965
002022,03962
002023,03962
002024,03959
002025,03956
002026,03956
002027,03954
002028,03954
002029,03949
002030,03951
002031,03949
002032,03954
002033,03950
002034,03947
002035,03946
002036,03944
002037,03945
002038,03937
002039,03941
002040,03939
002041,03935
002042,03935
002043,03936
002044,03934
002045,03933
002046,03932
002047,03930
002048,03931
002049,03928
002050,03927
002051,03928
002052,03926
002053,03923
002054,03925
002055,03919
002056,03919
002057,03915
002058,03914
002059,03913
002060,03913
002061,03913
002062,03903
002063,03909
002064,03906
002065,03907
002066,03904
002067,03901
002068,03897
002069,03898
002070,03898
002071,03895
002072,03893
002073,03890
002074,03890
002075,03889
002076,03889
002077,03889
002078,03887
002079,03885
002080,03884
002081,03886
002082,03879
002083,03878
002084,03875
002085,03876
002086,03872
002087,03871
002088,03870
002089,03871
002090,03865
002091,03862
002092,03861
002093,03861
002094,03859
002095,03855
002096,03855
002097,03853
002098,03851
002099,03851
002100,03847
002101,03846
002102,03844
002103,03840
002104,03840
002105,03836
002106,03837
002107,03832
002108,03837
002109,03829
002110,03827
002111,03828
002112,03827
002113,03826
002114,03823
002115,03821
002116,03820
002117,03822
002118,03816
002119,03811
002120,03810
002121,03807
002122,03807
002123,03804
002124,03802
002125,03798
002126,03798
002127,03798
002128,03795
002129,03794
002130,03791
002131,03789
002132,03785
002133,03785
002134,03780
002135,03776
002136,03776
002137,03774
002138,03774
002139,03771
002140,03767
002141,03766
002142,03766
002143,03765
002144,03761
002145,03762
002146,03760
002147,03755
002148,03752
002149,03751
002150,03748
002151,03746
002152,03742
002153,03738
002154,03737
002155,03733
002156,03733
002157,03730
002158,03727
002159,03727
002160,03724
002161,03722
002162,03722
002163,03717
002164,03717
002165,03712
002166,03708
002167,03706
002168,03704
002169,03703
002170,03697
002171,03699
002172,03694
002173,03694
002174,03690
002175,03689
002176,03687
002177,03684
002178,03682
002179,03679
002180,03677
002181,03675
002182,03672
002183,03668
002184,03662
002185,03662
002186,03657
002187,03657
002188,03654
002189,03651
002190,03651
002191,03647
002192,03644
002193,03642
002194,03638
002195,03634
002196,03632
002197,03631
002198,03627
002199,03622
002200,03618
002201,03616
002202,03612
002203,03611
002204,03609
002205,03607
002206,03605
002207,03605
002208,03599
002209,03595
002210,03595
002211,03592
002212,03592
002213,03586
002214,03584
002215,03576
002216,03575
002217,03568
002218,03564
002219,03563
002220,03560
002221,03556
002222,03555
002223,03553
002224,03549
002225,03548
002226,03547
002227,03541
002228,03538
002229,03532
002230,03529
002231,03525
002232,03521
002233,03516
002234,03515
002235,03513
002236,03511
002237,03509
002238,03510
002239,03496
002240,03500
002241,03498
002242,03491
002243,03492
002244,03486
002245,03483
002246,03478
002247,03473
002248,03471
002249,03466
002250,03462
002251,03459
002252,03453
002253,03452
002254,03451
002255,03445
002256,03443
002257,03438
002258,03434
002259,03430
002260,03429
002261,03425
002262,03420
002263,03416
002264,03414
002265,03408
002266,03405
002267,03400
002268,03400
002269,03397
002270,03394
002271,03392
002272,03388
002273,03385
002274,03381
002275,03378
002276,03372
002277,03368
002278,03363
002279,03358
002280,03355
002281,03352
002282,03342
002283,03342
002284,03339
002285,03336
002286,03332
002287,03323
002288,03322
002289,03323
002290,03318
002291,03312
002292,03308
002293,03301
002294,03299
002295,03295
002296,03292
002297,03288
002298,03285
002299,03282
002300,03276
002301,03274
002302,03269
002303,03266
002304,03263
002305,03261
002306,03258
002307,03252
002308,03246
002309,03245
002310,03241
002311,03235
002312,03230
002313,03224
002314,03217
002315,03215
002316,03211
