# BEGIN interval_us=400 steps=247500 dir=0 micro=32 accbits=13 preroll=2000
step,adc
001290,04115
001291,04117
001292,04115
001293,04116
001294,04114
001295,04117
001296,04116
001297,04117
001298,04118
001299,04116
001300,04115
001301,04116
001302,04110
001303,04116
001304,04116
001305,04115
001306,04111
001307,04117
001308,04117
001309,04121
001310,04117
001311,04115
001312,04117
001313,04119
001314,04118
001315,04116
001316,04117
001317,04118
001318,04117
001319,04115
001320,04117
001321,04118
001322,04116
001323,04117
001324,04119
001325,04117
001326,04114
001327,04117
001328,04117
001329,04115
001330,04118
001331,04121
001332,04119
001333,04116
001334,04116
001335,04118
001336,04118
001337,04117
001338,04116
001339,04119
001340,04117
001341,04119
001342,04116
001343,04119
001344,04119
001345,04120
001346,04118
001347,04118
001348,04120
001349,04118
001350,04119
001351,04118
001352,04118
001353,04118
001354,04118
001355,04117
001356,04117
001357,04117
001358,04119
001359,04118
001360,04117
001361,04119
001362,04118
001363,04121
001364,04118
001365,04120
001366,04118
001367,04119
001368,04119
001369,04120
001370,04118
001371,04118
001372,04122
001373,04120
001374,04118
001375,04121
001376,04119
001377,04118
001378,04119
001379,04119
001380,04119
001381,04119
001382,04117
001383,04119
001384,04119
001385,04118
001386,04119
001387,04119
001388,04121
001389,04119
001390,04119
001391,04121
001392,04120
001393,04118
001394,04119
001395,04121
001396,04120
001397,04118
001398,04114
001399,04119
001400,04114
001401,04120
001402,04119
001403,04119
001404,04119
001405,04120
001406,04121
001407,04119
001408,04120
001409,04120
001410,04120
001411,04123
001412,04120
001413,04123
001414,04120
001415,04120
001416,04120
001417,04119
001418,04122
001419,04120
001420,04118
001421,04119
001422,04123
001423,04118
001424,04123
001425,04118
001426,04122
001427,04122
001428,04122
001429,04120
001430,04119
001431,04118
001432,04120
001433,04119
001434,04121
001435,04123
001436,04121
001437,04125
001438,04121
001439,04119
001440,04122
001441,04119
001442,04119
001443,04121
001444,04117
001445,04120
001446,04121
001447,04120
001448,04119
001449,04120
001450,04120
001451,04121
001452,04120
001453,04118
001454,04120
001455,04120
001456,04119
001457,04122
001458,04119
001459,04121
001460,04121
001461,04119
001462,04123
001463,04119
001464,04121
001465,04122
001466,04121
001467,04118
001468,04120
001469,04121
001470,04122
001471,04122
001472,04122
001473,04120
001474,04122
001475,04120
001476,04120
001477,04122
001478,04121
001479,04121
001480,04121
001481,04120
001482,04123
001483,04120
001484,04121
001485,04122
001486,04125
001487,04121
001488,04121
001489,04123
001490,04122
001491,04123
001492,04122
001493,04123
001494,04121
001495,04120
001496,04123
001497,04120
001498,04122
001499,04122
001500,04120
001501,04121
001502,04125
001503,04120
001504,04122
001505,04122
001506,04121
001507,04123
001508,04121
001509,04121
001510,04120
001511,04121
001512,04122
001513,04121
001514,04120
001515,04122
001516,04123
001517,04122
001518,04120
001519,04121
001520,04123
001521,04122
001522,04124
001523,04123
001524,04123
001525,04122
001526,04125
001527,04122
001528,04119
001529,04122
001530,04122
001531,04121
001532,04123
001533,04123
001534,04122
001535,04124
001536,04122
001537,04122
001538,04123
001539,04123
001540,04124
001541,04124
001542,04124
001543,04122
001544,04122
001545,04122
001546,04121
001547,04123
001548,04121
001549,04122
001550,04125
001551,04122
001552,04123
001553,04122
001554,04123
001555,04120
001556,04121
001557,04124
001558,04123
001559,04122
001560,04123
001561,04122
001562,04121
001563,04123
001564,04121
001565,04123
001566,04121
001567,04126
001568,04123
001569,04123
001570,04123
001571,04120
001572,04122
001573,04122
001574,04123
001575,04123
001576,04119
001577,04118
001578,04122
001579,04124
001580,04117
001581,04120
001582,04122
001583,04121
001584,04122
001585,04122
001586,04116
001587,04118
001588,04121
001589,04123
001590,04121
001591,04121
001592,04124
001593,04121
001594,04122
001595,04121
001596,04123
001597,04124
001598,04124
001599,04121
001600,04121
001601,04121
001602,04121
001603,04120
001604,04120
001605,04122
001606,04122
001607,04122
001608,04122
001609,04122
001610,04122
001611,04122
001612,04122
001613,04122
001614,04122
001615,04122
001616,04120
001617,04124
001618,04122
001619,04121
001620,04124
001621,04121
001622,04121
001623,04123
001624,04120
001625,04121
001626,04121
001627,04121
001628,04123
001629,04122
001630,04122
001631,04121
001632,04122
001633,04121
001634,04124
001635,04120
001636,04121
001637,04120
001638,04120
001639,04120
001640,04121
001641,04120
001642,04120
001643,04121
001644,04120
001645,04121
001646,04124
001647,04121
001648,04121
001649,04119
001650,04119
001651,04118
001652,04123
001653,04122
001654,04120
001655,04118
001656,04119
001657,04117
001658,04120
001659,04120
001660,04120
001661,04119
001662,04122
001663,04120
001664,04119
001665,04118
001666,04119
001667,04119
001668,04119
001669,04119
001670,04117
001671,04120
001672,04119
001673,04119
001674,04117
001675,04118
001676,04118
001677,04120
001678,04118
001679,04121
001680,04118
001681,04118
001682,04119
001683,04115
001684,04117
001685,04115
001686,04116
001687,04117
001688,04122
001689,04118
001690,04116
001691,04118
001692,04118
001693,04117
001694,04118
001695,04116
001696,04118
001697,04116
001698,04119
001699,04116
001700,04116
001701,04111
001702,04115
001703,04115
001704,04117
001705,04115
001706,04117
001707,04117
001708,04109
001709,04116
001710,04118
001711,04112
001712,04115
001713,04115
001714,04116
001715,04113
001716,04115
001717,04114
001718,04113
001719,04113
001720,04115
001721,04114
001722,04111
001723,04114
001724,04113
001725,04113
001726,04112
001727,04112
001728,04112
001729,04114
001730,04106
001731,04112
001732,04114
001733,04114
001734,04113
001735,04111
001736,04110
001737,04110
001738,04112
001739,04112
001740,04112
001741,04109
001742,04112
001743,04108
001744,04112
001745,04111
001746,04107
001747,04110
001748,04110
001749,04111
001750,04109
001751,04111
001752,04110
001753,04108
001754,04112
001755,04110
001756,04108
001757,04110
001758,04106
001759,04107
001760,04108
001761,04107
001762,04107
001763,04107
001764,04107
001765,04106
001766,04109
001767,04106
001768,04108
001769,04106
001770,04105
001771,04106
001772,04104
001773,04106
001774,04104
001775,04105
001776,04106
001777,04104
001778,04104
001779,04105
001780,04105
001781,04107
001782,04103
001783,04098
001784,04101
001785,04103
001786,04104
001787,04104
001788,04102
001789,04102
001790,04102
001791,04101
001792,04103
001793,04100
001794,04101
001795,04102
001796,04100
001797,04101
001798,04098
001799,04100
001800,04097
001801,04101
001802,04099
001803,04098
001804,04099
001805,04100
001806,04099
001807,04100
001808,04098
001809,04098
001810,04096
001811,04096
001812,04095
001813,04097
001814,04097
001815,04095
001816,04097
001817,04094
001818,04095
001819,04094
001820,04095
001821,04094
001822,04095
001823,04093
001824,04093
001825,04093
001826,04092
001827,04094
001828,04092
001829,04091
001830,04092
001831,04090
001832,04091
001833,04090
001834,04089
001835,04089
001836,04089
001837,04090
001838,04088
001839,04087
001840,04090
001841,04091
001842,04087
001843,04086
001844,04081
001845,04085
001846,04088
001847,04086
001848,04086
001849,04085
001850,04084
001851,04084
001852,04083
001853,04085
001854,04081
001855,04084
001856,04082
001857,04081
001858,04084
001859,04081
001860,04078
001861,04078
001862,04080
001863,04078
001864,04078
001865,04079
001866,04075
001867,04079
001868,04077
001869,04075
001870,04077
001871,04074
001872,04076
001873,04074
001874,04074
001875,04071
001876,04074
001877,04072
001878,04072
001879,04074
001880,04073
001881,04070
001882,04067
001883,04071
001884,04072
001885,04069
001886,04068
001887,04071
001888,04069
001889,04069
001890,04068
001891,04066
001892,04062
001893,04065
001894,04068
001895,04062
001896,04063
001897,04060
001898,04063
001899,04063
001900,04062
001901,04062
001902,04063
001903,04061
001904,04059
001905,04061
001906,04058
001907,04057
001908,04057
001909,04057
001910,04057
001911,04053
001912,04052
001913,04055
001914,04055
001915,04053
001916,04052
001917,04050
001918,04051
001919,04050
001920,04050
001921,04051
001922,04053
001923,04049
001924,04047
001925,04047
001926,04047
001927,04046
001928,04043
001929,04046
001930,04044
001931,04042
001932,04041
001933,04039
001934,04041
001935,04040
001936,04039
001937,04040
001938,04033
001939,04038
001940,04038
001941,04038
001942,04034
001943,04034
001944,04033
001945,04032
001946,04031
001947,04032
001948,04033
001949,04030
001950,04027
001951,04028
001952,04028
001953,04029
001954,04027
001955,04026
001956,04024
001957,04024
001958,04023
001959,04022
001960,04022
001961,04021
001962,04019
001963,04021
001964,04019
001965,04015
001966,04018
001967,04016
001968,04015
001969,04015
001970,04014
001971,04012
001972,04012
001973,04012
001974,04007
001975,04009
001976,04009
001977,04007
001978,04006
001979,04005
001980,04004
001981,04004
001982,04005
001983,04001
001984,04001
001985,03999
001986,03994
001987,03997
001988,03998
001989,03998
001990,03996
001991,03995
001992,03993
001993,03993
001994,03989
001995,03992
001996,03994
001997,03991
001998,03987
001999,03985
002000,03985
002001,03986
002002,03985
002003,03983
002004,03983
002005,03981
002006,03984
002007,03980
002008,03979
002009,03977
002010,03977
002011,03978
002012,03975
002013,03971
002014,03971
002015,03969
002016,03971
002017,03970
002018,03968
002019,03968
002020,03965
002021,03964
002022,03966
002023,03962
002024,03962
002025,03961
002026,03960
002027,03957
002028,03959
002029,03955
002030,03955
002031,03953
002032,03952
002033,03952
002034,03951
002035,03948
002036,03951
002037,03946
002038,03946
002039,03944
002040,03941
002041,03940
002042,03940
002043,03939
002044,03935
002045,03936
002046,03935
002047,03933
002048,03931
002049,03929
002050,03929
002051,03926
002052,03926
002053,03921
002054,03922
002055,03923
002056,03917
002057,03921
002058,03915
002059,03916
002060,03915
002061,03908
002062,03909
002063,03908
002064,03905
002065,03906
002066,03906
002067,03903
002068,03901
002069,03899
002070,03900
002071,03897
002072,03895
002073,03894
002074,03893
002075,03890
002076,03888
002077,03887
002078,03885
002079,03887
002080,03883
002081,03885
002082,03880
002083,03878
002084,03881
002085,03875
002086,03874
002087,03872
002088,03872
002089,03871
002090,03864
002091,03867
002092,03869
002093,03863
002094,03862
002095,03859
002096,03856
002097,03856
002098,03855
002099,03853
002100,03852
002101,03848
002102,03847
002103,03848
002104,03842
002105,03841
002106,03839
002107,03838
002108,03836
002109,03835
002110,03834
002111,03831
002112,03829
002113,03831
002114,03825
002115,03826
002116,03823
002117,03820
002118,03822
002119,03818
002120,03815
002121,03814
002122,03812
002123,03811
002124,03807
002125,03807
002126,03802
002127,03804
002128,03796
002129,03801
002130,03794
002131,03793
002132,03791
002133,03788
002134,03788
002135,03786
002136,03785
002137,03781
002138,03779
002139,03777
002140,03777
002141,03772
002142,03772
002143,03769
002144,03768
002145,03765
002146,03762
002147,03760
002148,03758
002149,03755
002150,03754
002151,03749
002152,03748
002153,03746
002154,03744
002155,03741
002156,03739
002157,03735
002158,03733
002159,03732
002160,03730
002161,03729
002162,03720
002163,03719
002164,03721
002165,03716
002166,03717
002167,03712
002168,03710
002169,03707
002170,03704
002171,03703
002172,03699
002173,03697
002174,03694
002175,03693
002176,03690
002177,03692
002178,03686
002179,03684
002180,03677
002181,03680
002182,03679
002183,03675
002184,03673
002185,03669
002186,03666
002187,03663
002188,03660
002189,03659
002190,03653
002191,03653
002192,03651
002193,03648
002194,03647
002195,03640
002196,03638
002197,03632
002198,03634
002199,03629
002200,03629
002201,03624
002202,03620
002203,03617
002204,03616
002205,03613
002206,03610
002207,03608
002208,03605
002209,03601
002210,03599
002211,03596
002212,03593
002213,03591
002214,03586
002215,03581
002216,03583
002217,03577
002218,03571
002219,03572
002220,03565
002221,03567
002222,03564
002223,03558
002224,03555
002225,03551
002226,03546
002227,03545
002228,03543
002229,03539
002230,03535
002231,03532
002232,03530
002233,03525
002234,03522
002235,03518
002236,03515
002237,03514
002238,03509
002239,03507
002240,03504
002241,03495
002242,03497
002243,03493
002244,03491
002245,03487
002246,03482
002247,03480
002248,03477
002249,03473
002250,03471
002251,03465
002252,03463
002253,03459
002254,03456
002255,03454
002256,03448
002257,03445
002258,03441
002259,03437
002260,03432
002261,03430
002262,03429
002263,03423
002264,03420
002265,03416
002266,03412
002267,03409
002268,03405
002269,03401
002270,03401
002271,03393
002272,03392
002273,03386
002274,03383
002275,03380
002276,03376
002277,03372
002278,03369
002279,03365
002280,03360
002281,03358
002282,03353
002283,03342
002284,03346
002285,03340
002286,03336
002287,03337
002288,03331
002289,03327
002290,03321
002291,03319
002292,03315
002293,03310
002294,03305
002295,03303
002296,03297
002297,03296
002298,03288
002299,03285
002300,03283
002301,03277
002302,03274
002303,03271
002304,03267
002305,03258
002306,03257
002307,03254
002308,03256
002309,03246
002310,03242
002311,03239
002312,03234
002313,03231
002314,03226
002315,03222
002316,03218
